公告日期,代码,公告类型,标题,来源,链接,事件类型
2026-04-01 15:20:18,000582,证券新闻,北部湾港主力资金净流出5492.3万 短期调整未改长期趋势,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260401152028a4b379a3&s=b,证券新闻
2026-03-31 16:35:08,000582,公告/事件,北部湾港主力资金净流出1325.3万元 短期承压待业绩与政策催化,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260331163758a705ccbc&s=b,公告/事件
2026-03-31 15:29:34,000582,证券新闻,北部湾港截止02月28日股东人数6.61万户，人均持股3.26万股,市场透视,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260331152942a4aeab59&s=b,证券新闻
2026-03-31 12:04:13,000582,证券新闻,北部湾港证券事务代表邓磊辞职,时代财经,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260331120707a4adf489&s=b,证券新闻
2026-03-31 00:00:00,000582,证券新闻,北部湾港2025年年报点评：2025年扣非归母净利润+6% 静待货源增量释放,国海证券,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260402081044a4b6b9c5&s=b,证券新闻
2026-03-30 21:41:03,000582,证券新闻,北部湾港：2025年完成货物吞吐量3.58亿吨，推进智慧绿色港口建设提升治理效能,公司公告,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260330215122a4ab7208&s=b,证券新闻
2026-03-30 21:29:00,000582,证券新闻,北部湾港：2025年净利润10.38亿元，同比减少14.85%,南方财经网,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260330213809a7023336&s=b,证券新闻
2026-03-30 21:26:07,000582,证券新闻,北部湾港：将于2026年4月27日召开2025年度股东会,公司公告,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260330214331a7023886&s=b,证券新闻
2026-03-30 16:50:34,000582,证券新闻,北部湾港主力资金净流出1424.8万 短期避险撤离压制表现,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260330165046a4aa37f1&s=b,证券新闻
2026-03-28 16:16:38,000582,证券新闻,北港扎实推动平陆运河开通运营｜北部湾港这个江海联运码头建设“进度条”重点刷新！,北部湾港集团,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260328162237a4a33caf&s=b,证券新闻
2026-03-27 16:13:56,000582,证券新闻,北部湾港主力资金净流出1206.2万元 短期抛压缓解震荡整固待修复,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260327161407a49f2954&s=b,证券新闻
2026-03-26 15:30:59,000582,证券新闻,北部湾港主力资金净流出2103.5万元 短期情绪转慎待景气验证,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260326153107a49a03c3&s=b,证券新闻
2026-03-25 17:49:12,000582,证券新闻,北部湾港主力资金净流入1877.9万元 短期情绪回暖叠加政策催化结构性上行,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260325174917a4960cd8&s=b,证券新闻
2026-03-24 20:50:58,000582,证券新闻,国家级绿色工厂+2！北部湾港集团绿色转型迈上新台阶,北部湾港集团,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260324214516a4925659&s=b,证券新闻
2026-03-24 16:03:29,000582,证券新闻,北部湾港主力资金净流出2383.4万元 抛压缩窄叠加估值合理存修复预期,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260324160334a6e7d21b&s=b,证券新闻
2026-03-24 03:00:53,000582,证券新闻,是应对阶段性供应冲突，还是长期结构性调整？中东危机下全球航运面临“大考”,环球网,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260324062626971a32ff&s=b,证券新闻
2026-03-23 15:52:37,000582,证券新闻,北部湾港主力资金净流出6616万 短期承压震荡待经济复苏验证,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260323155248a48c564d&s=b,证券新闻
2026-03-21 00:00:00,000582,证券新闻,交通运输行业定期报告：快递“反内卷”头部强化效应凸显 避险需求提升持续推荐高速,中泰证券,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260322110624a487bf20&s=b,证券新闻
2026-03-20 16:47:56,000582,证券新闻,北部湾港主力资金净流出3816万 短期承压待政策与贸易数据验证,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260320164804a6d82f8b&s=b,证券新闻
2026-03-19 17:22:07,000582,证券新闻,北部湾港主力资金净流出4673.1万 短期承压待情绪修复与技术反抽,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260319172214a47cb170&s=b,证券新闻
2026-03-18 16:14:18,000582,证券新闻,北部湾港主力资金净流出6681.9万元 短期承压中长期震荡上行,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260318161430a47795af&s=b,证券新闻
2026-03-17 16:02:20,000582,证券新闻,北部湾港主力资金净流出7325.2万元 短期震荡整固待政策与估值修复,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260317160223a6c9c1e4&s=b,证券新闻
2026-03-16 16:05:29,000582,证券新闻,北部湾港主力资金净流出1086.8万元 抛压收窄情绪趋稳待外部催化,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260316160539a6c5ef86&s=b,证券新闻
2026-03-16 14:09:12,000582,证券新闻,招商南油午后直线涨停，中东咽喉霍尔木兹海峡又有何异动？,券商中国,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260316140655a46e9f44&s=b,证券新闻
2026-03-16 00:00:00,000582,证券新闻,航运港口行业专题报告：倘若地缘缓和 疤痕效应下如何看待油运需求？,财通证券,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260318075644a6cc81f2&s=b,证券新闻
2026-03-15 00:00:00,000582,证券新闻,航运港口行业：油运行业的“库存棘轮效应”与跨期补库潮,中信建投证券股份有限公司,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260315220445a46c273f&s=b,证券新闻
2026-03-13 16:59:55,000582,证券新闻,北部湾港主力资金净流出4915.8万 短期承压中长期震荡上行,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260313170001a6bd30d0&s=b,证券新闻
2026-03-12 15:33:45,000582,证券新闻,北部湾港主力资金净流入473.5万 港口韧性叠加政策支持驱动温和上行,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260312153359a6ba21d5&s=b,证券新闻
2026-03-12 13:12:15,000582,证券新闻,北部湾港3月11日获融资买入5299.22万元，融资余额6.00亿元,新浪财经,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026031213162897aedc57&s=b,证券新闻
2026-03-11 16:10:00,000582,证券新闻,北部湾港主力资金净流入386.5万元 地缘避险与估值优势支撑震荡筑底,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260311161014a460a2e3&s=b,证券新闻
2026-03-10 22:44:56,000582,证券新闻,国家发展改革委外资司与地中海航运公司、马士基集团进行工作会谈,财联社,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260310224456a45ee4c5&s=b,证券新闻
2026-03-10 20:03:00,000582,证券新闻,东风柳汽与北部湾港集团签署战略合作协议,中国证券报,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026031020564795470071&s=b,证券新闻
2026-03-10 19:47:02,000582,证券新闻,北部湾港又一泊位工程取得国家级岸线批复,广西北部湾国际港务集团有限公司,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260310195208a6b5677c&s=b,证券新闻
2026-03-10 15:38:10,000582,证券新闻,北部湾港主力资金净流入8225.1万元 短期避险驱动与长期景气共振,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260310153814a6b4a629&s=b,证券新闻
2026-03-10 10:43:10,000582,证券新闻,北部湾港大幅上涨 受航运港口板块走强及中东地缘事件催化,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260310104311a45d1bb8&s=b,证券新闻
2026-03-10 10:15:16,000582,证券新闻,航运港口板块低开高走！交通运输ETF上涨1.16%，招商轮船涨停,每日经济新闻,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026031010163697ab7e6e&s=b,证券新闻
2026-03-09 11:02:07,000582,证券新闻,交通运输部部长刘伟：“十五五”时期重点深入实施“人工智能+”行动,新华社,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260309110208a459f9c6&s=b,证券新闻
2026-03-07 15:17:58,000582,证券新闻,北部湾港集团成功发行广西区域首单“一带一路”并购中期票据 创集团债券发行利率历史新低,广西北部湾国际港务集团有限公司,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260307152048a455d489&s=b,证券新闻
2026-03-07 13:26:26,000582,证券新闻,运价飙升成定局，多家海运巨头宣布涨价,21世纪经济报道,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260302220215a44275fa&s=b,证券新闻
2026-03-06 16:45:08,000582,证券新闻,北部湾港主力资金净流出2696万 震荡上行格局待数据验证,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260306164511a4536897&s=b,证券新闻
2026-03-05 15:00:41,000582,证券新闻,北部湾港：公司目前主要经营业务包含货物装卸、港口仓储、港口拖轮、外轮理货、无船承运等,证星董秘互动,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260305150153a6a57849&s=b,证券新闻
2026-03-05 11:48:00,000582,证券新闻,北部湾港：公司营收与利润的季度波动，是货量货种、成本支出周期性变化与外部因素叠加的结果,互动易,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260305121954a6a4ed7d&s=b,证券新闻
2026-03-05 06:10:50,000582,证券新闻,“堵船”！运费飙升！霍尔木兹海峡附近，目前什么情况？,央视财经,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN2026030506331697a8122a&s=b,证券新闻
2026-03-04 15:55:16,000582,证券新闻,产港融合筑新局 中国汽车“乘东风”加速出海,商业观察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260304160833a44a4f3c&s=b,证券新闻
2026-03-03 18:43:10,000582,证券新闻,欧洲天然气价格涨幅进一步扩大至40%，报62.5欧元/兆瓦时,腾讯自选股,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260303183923a69d347f&s=b,证券新闻
2026-03-03 16:33:59,000582,证券新闻,北部湾港主力资金净流出5575万 短期获利了结抑制上行 短期震荡整固待地缘局势明朗,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260303163803a69cb127&s=b,证券新闻
2026-03-02 19:30:53,000582,证券新闻,新能源重卡渗透率持续攀升，东风柳汽乘势加码,第一财经,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260302193254a698dfa5&s=b,证券新闻
2026-03-02 19:25:46,000582,证券新闻,航运板块爆发，资金抢筹股出炉(名单),证券时报,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260302192114a698d610&s=b,证券新闻
2026-03-02 13:03:55,000582,证券新闻,霍尔木兹海峡禁航！引爆航运概念股，一图速览低估值潜力标的,腾讯自选股综合,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260302094926a43fd603&s=b,证券新闻
2026-03-02 07:53:55,000582,证券新闻,航运 霍尔木兹海峡禁航 运价或进一步上涨,上海证券报,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260302075356a43f725e&s=b,证券新闻
2026-03-02 00:00:00,000582,证券新闻,交通运输行业周报：中东冲突或引爆油运市场 快递开年“反内卷”持续,华源证券,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260302184140a441d503&s=b,证券新闻
2026-03-01 00:00:00,000582,证券新闻,航运港口：看好霍尔木兹海峡运输受限下的油轮运输市场,中信建投证券,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260301160610a72cf663&s=b,证券新闻
2026-02-28 19:33:01,000582,证券新闻,北部湾港：公司对东岸码头的持股比例由45%增加至65.02%,互动易,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260228193835a43af959&s=b,证券新闻
2026-02-28 15:21:49,000582,证券新闻,单船装载147支，北部湾港钦州码头风电叶片装载量刷新国内纪录,界面新闻,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260228152623a729b485&s=b,证券新闻
2026-02-27 10:25:22,000582,证券新闻,北部湾港大幅上涨 资金流入叠加板块共振推升股价,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260227102527a4cdc34c&s=b,证券新闻
2026-02-27 10:01:46,000582,证券新闻,北海港2026年业务增长显著，自动化码头投用添动能,壹览商业,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260227100301a4cdaca2&s=b,证券新闻
2026-02-26 20:05:32,000582,证券新闻,首单港口公募REITs申报 34只REITs产品“排队”上市,经济参考网,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260226201944a7226f31&s=b,证券新闻
2026-02-26 17:14:43,000582,证券新闻,北部湾港主力资金净流出1011.1万 震荡上行格局待政策落地验证,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260226171458a4cae132&s=b,证券新闻
2026-02-25 22:14:04,000582,证券新闻,新突破！首单港口行业REITs来了！,读懂ABS,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260225223429a71e8e89&s=b,证券新闻
2026-02-25 19:24:12,000582,证券新闻,天津临港港口REITs申报至证监会,REITs新视线,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260225192918a71dfea3&s=b,证券新闻
2026-02-25 15:38:40,000582,证券新闻,北部湾港主力资金净流出160.6万元 短期获利了结压制情绪 待估值修复突破压力位,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260225153851a4c637f3&s=b,证券新闻
2026-02-25 11:43:37,000582,证券新闻,油运成本飙升，海运股再度大涨，相关板块是否还有空间？,证券时报网,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260225113517a4c56f31&s=b,证券新闻
2026-02-25 07:27:05,000582,证券新闻,多重因素共振 全球油轮运费飙升至近六年新高,财联社,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260225030921a71ae574&s=b,证券新闻
2026-02-24 15:22:38,000582,证券新闻,北部湾港主力资金净流入5787.9万 板块共振叠加政策催化短期上行,智选洞察,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260224152254a718ce5b&s=b,证券新闻
2026-02-24 09:36:38,000582,证券新闻,中信建投：油运行业景气向好 航线租金上行,中信建投证券,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260224083730a4c08520&s=b,证券新闻
2026-02-23 00:00:00,000582,证券新闻,航运港口行业事件点评报告：VLCC史上最强开年表现 运价强现实+地缘强预期+运力新格局下持续看好油运周期,方正证券,https://gu.qq.com/resources/shy/news/detail-v2/index.html#/index?id=nesSN20260224081139a717570f&s=b,证券新闻

